id,isDefault
2,0.41243123916344265
10,0.18143784346328753
27,0.23561073431948623
65,0.14611707824850928
66,0.49070127659825513
77,0.051956863835475244
79,0.30677100736187346
80,0.08221421567514159
91,0.25263206106827724
97,0.15637808586074328
114,0.4422293920495012
130,0.10646418472351081
138,0.15476355632751215
141,0.3468296572001869
147,0.16729630465984743
164,0.0668829390873794
178,0.21315722302746637
183,0.025535654516749065
192,0.0700285800619961
224,0.31375579656237645
228,0.46520693339091246
237,0.23067623052766958
257,0.3240533077379762
259,0.20650247705136024
260,0.17706089662095312
266,0.43784450471806924
273,0.26635253329628994
275,0.1853612162284684
282,0.16460062307108472
304,0.2581314544006893
317,0.3059270708479455
341,0.16679713798562593
347,0.1412931130785681
361,0.24456110813964674
370,0.23260045100314192
378,0.0913398625998911
382,0.3494005771635414
385,0.05264222423009562
405,0.20332127062787503
406,0.013381415238178037
413,0.44748657705170325
415,0.44283018890459563
434,0.28996159063647636
439,0.10884489538838388
446,0.4710511052207238
451,0.232141573282114
453,0.1154052508511062
459,0.22391585948335835
461,0.1204716399614497
471,0.06595707119508847
473,0.16674321652600246
482,0.3859956000683933
509,0.07355316831602322
543,0.35823538939151617
546,0.1462002766763511
549,0.32946755646906606
559,0.20698183157815916
586,0.16475105170757498
595,0.22792863418104692
598,0.21417838137695244
605,0.21299013623209245
634,0.40400526251165975
637,0.039383742142996066
638,0.025289942028726864
661,0.2432050761406826
664,0.642408245688563
677,0.27655669690543205
683,0.1391167815654436
688,0.2535849176653622
697,0.3219168588537853
698,0.00281793233216477
710,0.19849297033557936
716,0.09144472895240033
718,0.3796335743107648
719,0.07489341863408175
726,0.14360478545381786
739,0.35871114372001484
750,0.13216297467876123
774,0.10227804744378988
782,0.14802533034829082
790,0.20215802258638121
802,0.010101083966831579
805,0.1969440689230254
806,0.31722272444230193
808,0.1040351657794537
825,0.12683894974870283
827,0.10515321910792029
866,0.3133548625152347
873,0.3459162242189195
875,0.3780644250016878
890,0.1539648719046151
892,0.33017064040671384
896,0.2679811068339402
903,0.0746612551192871
909,0.08014315382730663
918,0.09114636093511577
921,0.19753003872770253
923,0.3351415991598479
926,0.036364456147836954
931,0.4153018405904962
941,0.05384631777698654
950,0.02853469030574196
959,0.0983684092236763
966,0.32454020116294013
977,0.2880640519433006
982,0.282981591428132
989,0.12210766177151068
994,0.06387969999358119
1014,0.15919132258185298
1016,0.2829038089629247
1020,0.6066062873206179
1023,0.1213354848862212
1028,0.15530470426460236
1038,0.34794036465012734
1049,0.16779506401217886
